the_geom,BIN,CNSTRCT_YR,NAME,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE
"MULTIPOLYGON (((-73.801403890926 40.68976868424832, -73.80151157175406 40.689850719686575, -73.80145641064215 40.68989267230459, -73.8013487298142 40.689810636815096, -73.801403890926 40.68976868424832)))",4258076,1960,,08/22/2017 12:00:00 AM +0000,Constructed,73790,28.11,2100,35,913.64234053458,127.74919427794,4119390130,4119390130,Photogramm
"MULTIPOLYGON (((-74.03857170883151 40.62265776440262, -74.03862183797757 40.622669972135576, -74.03870778687019 40.622690902838585, -74.03868978976385 40.62273380698165, -74.03856952579744 40.622704519247876, -74.03855371282843 40.6227006685241, -74.03857170883151 40.62265776440262)))",3154427,1925,,08/22/2017 12:00:00 AM +0000,Constructed,687135,32.29,2100,43,650.78710054993,112.13585790686,3060780046,3060780046,Photogramm
"MULTIPOLYGON (((-73.98197624679335 40.666907765476154, -73.98206278658165 40.66680344614401, -73.98211794669714 40.66682997762296, -73.98203140577806 40.66693429699609, -73.98197624679335 40.666907765476154)))",3022371,1921,,08/22/2017 12:00:00 AM +0000,Constructed,743038,42.44,2100,115,813.65077490006,126.10740001176,3010120038,3010120038,Photogramm
"MULTIPOLYGON (((-73.71147946429531 40.747760161489, -73.71155371182003 40.747720706951014, -73.71160407931036 40.747775529221656, -73.71157277384444 40.74779216431932, -73.71157498238922 40.74779456791096, -73.71153204029834 40.747817387384266, -73.71147946429531 40.747760161489)))",4459122,1948,,08/22/2017 12:00:00 AM +0000,Constructed,542084,25.0382846,2100,118,627.0239284913,101.0631060994,4085350002,4085350002,Photogramm
"MULTIPOLYGON (((-73.94610043819212 40.60484189752967, -73.94615851948217 40.604835055571414, -73.94616292561034 40.60485678453, -73.94618940363773 40.60498735100799, -73.9461132016826 40.604996327729616, -73.94608565169435 40.60486047556756, -73.94609657362369 40.60485918844141, -73.9461037721941 40.604858340824016, -73.94610043819212 40.60484189752967)))",3184441,1935,,08/22/2017 12:00:00 AM +0000,Constructed,245734,30.67,2100,14,1171.22175112299,155.10937603906,3068320047,3068320047,Photogramm
"MULTIPOLYGON (((-73.96080016012645 40.80079974657666, -73.9608346029545 40.80075248478061, -73.9608399374264 40.800745163733865, -73.96086493016468 40.800755681046596, -73.96087625844952 40.8007482800875, -73.96088659175334 40.80073410073255, -73.96087748603871 40.80073026781965, -73.96091439320652 40.80067962185928, -73.96097291206158 40.80059932076305, -73.96098938667937 40.80060625297916, -73.96104741749761 40.80063067432971, -73.96098317169971 40.80071883398217, -73.96095431962108 40.800758426364446, -73.96094581042604 40.80076389491471, -73.96093819535781 40.80077434442806, -73.96093937411975 40.80078700854694, -73.96095779763854 40.80079476088191, -73.96091802040503 40.80084934466547, -73.9608744181 40.800830995712026, -73.96080016012645 40.80079974657666)))",1055733,1905,,08/22/2017 12:00:00 AM +0000,Constructed,748269,70.49340225,2100,68,2333.41759463465,252.81134181733,1018440058,1018440058,Photogramm
"MULTIPOLYGON (((-73.90984378424645 40.83480148112059, -73.9098510467078 40.834788809635825, -73.90980394556706 40.834773239279734, -73.90982044804102 40.834744440862494, -73.90997898142342 40.83479684742309, -73.90995545781095 40.8348378961114, -73.90995521656092 40.83483831735449, -73.90995290209003 40.834837551928096, -73.90984378424645 40.83480148112059)))",2007158,1901,,08/22/2017 12:00:00 AM +0000,Constructed,413426,27.91,2100,82,716.81075628534,128.64521710563,2027820173,2027820173,Photogramm
"MULTIPOLYGON (((-73.98165090775746 40.64236885474979, -73.98170057389397 40.642442991529755, -73.98163451870765 40.642468669184524, -73.98161190549506 40.642434913244415, -73.98158485262562 40.64239453147573, -73.98162167367711 40.64238021822455, -73.98165090775746 40.64236885474979)))",3123939,1940,,08/22/2017 12:00:00 AM +0000,Constructed,785686,26.38239517,2100,57,624.08296744094,101.80891066341,3053130127,3053130127,Photogramm
"MULTIPOLYGON (((-73.86754711417254 40.76038964116622, -73.8675498765594 40.7603893291653, -73.86755738309485 40.76038848231506, -73.86756458993892 40.76038766843852, -73.86757155631683 40.76038688220081, -73.86757842674577 40.76038610665843, -73.86759369449601 40.76038438352979, -73.86762342923645 40.7603810263969, -73.86763341421215 40.76043216587849, -73.86760018974451 40.760435916126305, -73.86758571445105 40.76043755011612, -73.8675779911354 40.76043842193315, -73.86757023583658 40.76043929731493, -73.86756248053761 40.76044017269621, -73.86755709909099 40.76044078065436, -73.86755104037704 40.760409749468636, -73.86754711417254 40.76038964116622)))",4472063,1925,,08/17/2017 12:00:00 AM +0000,Constructed,881704,9.41991042,5110,77,402.58268147018,80.41850167154,4016870059,4016870059,Photogramm
"MULTIPOLYGON (((-73.80501815963302 40.71539835512518, -73.80489471906253 40.715424592242805, -73.8048844794651 40.71539670042473, -73.80487297822202 40.71539914563426, -73.80486660857231 40.71538179366855, -73.80501867780464 40.71534947078075, -73.80502764468501 40.71537389615987, -73.80501051718039 40.715377536740164, -73.80501815963302 40.71539835512518)))",4148668,1935,,08/22/2017 12:00:00 AM +0000,Constructed,804319,29.79,2100,125,675.35754829088,121.76954666,4068640377,4068640377,Photogramm
"MULTIPOLYGON (((-73.78118773738451 40.71085651176823, -73.78125113301961 40.710839505384456, -73.78127123293157 40.71088289070124, -73.78120783726035 40.71089989709596, -73.78118773738451 40.71085651176823)))",4566936,1925,,08/17/2017 12:00:00 AM +0000,Constructed,1207549,10.44,5110,62,312.33547537294,70.7915213575,4098970047,4098970047,Photogramm
"MULTIPOLYGON (((-74.19605235164391 40.55000076007579, -74.19599967177696 40.54988137056708, -74.19606108436007 40.54986560283959, -74.1960651726736 40.54987486680151, -74.19610086130558 40.54986570422073, -74.19610147574119 40.549867096289255, -74.19611965453049 40.549908295946935, -74.19608396588099 40.54991745943402, -74.19608869359493 40.549928172154345, -74.19610073923862 40.54992507898168, -74.19613152531417 40.549994847990355, -74.19605806460729 40.550013708928816, -74.19605235164391 40.55000076007579)))",5079254,1980,,08/22/2017 12:00:00 AM +0000,Constructed,23235,27.35,2100,103,1182.16463623718,165.7532716983,5060230381,5060230381,Photogramm
"MULTIPOLYGON (((-73.96377343893835 40.68434962215457, -73.96383441361881 40.68434293250572, -73.9638451747551 40.684399770923854, -73.96378420002326 40.68440646147886, -73.96377343893835 40.68434962215457)))",3321949,1899,,08/17/2017 12:00:00 AM +0000,Constructed,78119,10.27321503,5110,70,357.47002320262,76.01569452899,3019800026,3019800026,Photogramm
"MULTIPOLYGON (((-73.86861339063138 40.729421362195446, -73.8686447322324 40.729372870391565, -73.86867994502236 40.729386041785865, -73.86864860344262 40.7294345326987, -73.86861339063138 40.729421362195446)))",4568203,1925,,08/17/2017 12:00:00 AM +0000,Constructed,1210635,12.96,5110,44,214.10408896284,61.12477893493,4030900042,4030900042,Photogramm
"MULTIPOLYGON (((-73.75048544497328 40.70082092901327, -73.7505525008068 40.70080399337911, -73.75056362014865 40.70082948225833, -73.75049656663175 40.70084642510813, -73.75048544497328 40.70082092901327)))",4607211,1940,,08/17/2017 12:00:00 AM +0000,Constructed,1210893,13.23,5110,52,191.71282852497,58.75275307754,4110210043,4110210043,Photogramm
"MULTIPOLYGON (((-74.2150269486677 40.55219039912659, -74.2150746881574 40.552178492088856, -74.21509688726485 40.552230275049126, -74.21511197059483 40.55226546017812, -74.21506423104958 40.55227736723125, -74.21505342292944 40.55225215465192, -74.2150269486677 40.55219039912659)))",5108183,1992,,08/22/2017 12:00:00 AM +0000,Constructed,18567,25.54,2100,25,465.29065272586,94.5866124644,5070660163,5070660163,Photogramm
"MULTIPOLYGON (((-74.19824599911654 40.55220627611206, -74.19829233604867 40.5521961489164, -74.19834164991049 40.55232742834889, -74.19834510331482 40.55233662128285, -74.19829876629326 40.552346748499644, -74.19824599911654 40.55220627611206)))",5078851,1984,,08/22/2017 12:00:00 AM +0000,Constructed,752434,27.84,2100,49,713.10540850508,133.26360776273,5060220144,5060220144,Photogramm
"MULTIPOLYGON (((-73.91144395711162 40.7662220748784, -73.91148609867146 40.76616976544962, -73.9115390521044 40.766194425907265, -73.91153740307814 40.76619647328842, -73.91149690938492 40.766246736254814, -73.9114877892716 40.76624248877397, -73.91144395711162 40.7662220748784)))",4543221,1925,,08/17/2017 12:00:00 AM +0000,Constructed,1035946,8.9,5110,82,384.43631003209,79.10101499738,4006850027,4006850027,Other (Man
"MULTIPOLYGON (((-74.16003690057738 40.52816306738091, -74.15995724952171 40.52806010739753, -74.15996737159372 40.528055548321376, -74.15993903883121 40.528018924544305, -74.15996925059177 40.52800531687393, -74.15999763782108 40.52804201080896, -74.16000377283355 40.52803924663832, -74.16008831556944 40.52814852958947, -74.16004184666403 40.52816946054814, -74.16003690057738 40.52816306738091)))",5070094,1982,,08/22/2017 12:00:00 AM +0000,Constructed,674726,28.76,2100,15,845.04834840513,153.51704327098,5054210003,5054210003,Photogramm
"MULTIPOLYGON (((-73.92611681172195 40.67661616199111, -73.92612978150545 40.67648769834077, -73.9261812418027 40.67649071027237, -73.92616827330053 40.67661917392921, -73.92611681172195 40.67661616199111)))",3389867,2004,,08/22/2017 12:00:00 AM +0000,Constructed,983003,33.49,2100,66,672.0204328436,122.51461082815,3013380068,3013380068,Other (Man
"MULTIPOLYGON (((-73.78548298567274 40.747923934603946, -73.78554377926383 40.74790744242759, -73.78555875327964 40.74793936723384, -73.78549795966312 40.747955859418035, -73.78548298567274 40.747923934603946)))",4556011,1940,,08/17/2017 12:00:00 AM +0000,Constructed,1249344,11.24,5110,52,220.85550383672,60.46689189281,4056470017,4056470017,Photogramm
